timestamp,F2_UT_SCR01_BR_DRY_FLOW,F2_UT_SCR01_BR_CVD_FLOW,F2_UT_SCR01_BR_WET_FLOW,F2_UT_SCR01_BR_IMP_FLOW,F2_UT_SCR01_HDR_FLOW,F2_UT_STK01_NOX_DRY,F2_UT_STK01_FLOW,F2_UT_STK01_TEMP,F2_UT_SCR01_FAN_SP,F2_UT_SCR01_DP,F2_FAB_DRY_UTIL,F2_FAB_CVD_UTIL,F2_FAB_WET_UTIL,F2_FAB_IMP_UTIL,F2_UT_AMB_TEMP,F2_UT_SCR01_FAN_HZ
2025-03-09 20:00:00,1.2807,1.0864,1.2707,0.3485,3.9861,57.67,11100.929,39.067,347.118,101.297,51.69,47.75,57.73,50.02,3.76,58.39
2025-03-09 20:05:00,1.2917,1.0839,1.2587,0.3608,3.9864,65.982,11184.371,39.882,342.791,102.199,51.29,47.12,57.21,49.53,3.75,58.4
2025-03-09 20:10:00,1.2939,1.0911,1.2733,0.3469,4.0029,59.525,11582.84,39.561,336.612,98.224,52.8,47.79,57.81,50.57,4.7,58.41
2025-03-09 20:15:00,1.2899,1.0856,1.2599,0.3735,4.0009,64.285,11357.744,39.126,336.899,98.582,52.91,48.91,57.22,50.14,4.85,58.41
2025-03-09 20:20:00,1.2999,1.077,1.2583,0.3595,3.9884,61.15,11554.186,39.061,344.675,100.922,51.36,48.34,57.14,49.83,3.82,58.42
2025-03-09 20:25:00,1.3065,1.0789,1.2663,0.3599,3.9988,61.853,11838.966,38.923,337.445,102.149,51.88,47.46,57.85,50.43,2.39,58.43
2025-03-09 20:30:00,1.3193,1.0927,1.2489,0.3632,4.0078,60.789,11594.59,39.22,344.894,102.72,52.31,48.44,59.13,49.71,4.38,58.44
2025-03-09 20:35:00,1.3027,1.0677,1.2691,0.3414,4.0144,60.342,11690.655,39.27,345.879,103.68,52.36,48.67,58.34,50.32,3.46,58.45
2025-03-09 20:40:00,1.2943,1.0899,1.2585,0.3553,4.0007,58.004,11073.157,38.874,341.551,106.249,52.59,48.75,58.75,50.75,3.93,58.46
2025-03-09 20:45:00,1.3174,1.0827,1.2576,0.3678,4.0143,57.128,10845.355,38.875,342.627,101.117,52.35,48.29,58.14,50.68,3.96,58.46
2025-03-09 20:50:00,1.3074,1.0799,1.2704,0.347,4.0021,63.383,11356.731,40.347,344.961,97.245,53.36,48.87,59.24,50.51,4.74,58.47
2025-03-09 20:55:00,1.3127,1.1061,1.2492,0.3515,4.0084,61.786,11619.195,39.691,339.923,104.478,52.63,48.01,58.4,51.49,3.39,58.48
2025-03-09 21:00:00,1.2956,1.0745,1.2619,0.3497,4.0048,61.295,11383.522,39.68,349.298,104.555,51.93,49.66,58.89,50.26,3.4,58.49
2025-03-09 21:05:00,1.3064,1.0807,1.275,0.3453,4.0255,58.785,11325.28,38.768,340.486,102.917,52.59,48.31,58.71,50.21,1.45,58.5
2025-03-09 21:10:00,1.3033,1.0728,1.2562,0.3623,4.0289,57.816,11176.186,39.339,341.316,102.397,51.51,48.38,58.66,50.28,2.87,58.51
2025-03-09 21:15:00,1.289,1.1019,1.263,0.3669,4.0278,62.054,11433.732,39.062,339.273,99.388,52.82,48.78,58.32,50.55,3.84,58.51
2025-03-09 21:20:00,1.293,1.088,1.271,0.3472,4.0052,63.447,11123.615,39.049,340.25,102.975,52.63,48.24,57.56,50.6,3.01,58.52
2025-03-09 21:25:00,1.2838,1.1061,1.2778,0.3559,4.0153,64.312,11581.485,39.457,342.322,100.168,51.79,47.08,57.8,49.33,2.84,58.53
2025-03-09 21:30:00,1.2885,1.099,1.2536,0.3682,4.0005,57.042,11375.508,39.465,344.989,101.023,51.78,47.24,58.62,49.55,3.21,58.54
2025-03-09 21:35:00,1.2949,1.0812,1.272,0.3314,3.9915,62.941,11493.244,39.151,341.544,106.036,51.69,47.8,57.81,49.24,3.48,58.55
2025-03-09 21:40:00,1.298,1.1077,1.2842,0.3354,3.9922,62.264,11092.468,38.997,346.507,100.373,51.13,46.8,56.47,48.64,0.14,58.56
2025-03-09 21:45:00,1.3256,1.0884,1.2637,0.3484,3.9816,60.116,11328.045,38.963,344.729,98.689,50.35,46.6,57.2,48.48,2.53,58.57
2025-03-09 21:50:00,1.2824,1.0784,1.2579,0.3598,3.9833,58.656,11122.8,38.748,339.212,104.407,49.94,46.69,56.67,48.65,2.1,58.57
2025-03-09 21:55:00,1.2966,1.0892,1.2643,0.3607,3.9931,62.031,11469.222,39.989,338.747,103.211,50.36,47.48,57.15,49.79,2.49,58.58
2025-03-09 22:00:00,1.3084,1.0662,1.2871,0.3487,3.9934,56.105,11413.249,38.816,342.813,104.738,51.88,47.42,56.9,48.65,2.4,58.59
2025-03-09 22:05:00,1.3166,1.0762,1.283,0.3546,4.0148,57.697,11102.706,38.798,344.43,101.364,51.44,47.47,57.66,49.44,1.81,58.6
2025-03-09 22:10:00,1.3126,1.0862,1.2433,0.3477,4.0037,58.191,11598.763,39.184,349.989,104.167,51.0,47.97,56.96,49.62,2.22,58.61
2025-03-09 22:15:00,1.3081,1.1035,1.2664,0.3456,4.0389,61.073,11405.492,39.027,350.631,98.187,50.52,46.89,57.84,49.55,0.53,58.62
2025-03-09 22:20:00,1.2825,1.1077,1.2587,0.3585,4.0099,60.993,11277.311,39.139,349.384,100.555,51.25,47.64,57.31,49.01,1.83,58.63
2025-03-09 22:25:00,1.2965,1.075,1.2485,0.3565,4.0032,59.597,11141.179,38.997,348.385,99.59,51.46,46.82,56.98,49.64,1.72,58.63
2025-03-09 22:30:00,1.3066,1.0974,1.275,0.3568,3.9977,56.359,11265.931,39.74,352.347,105.094,51.34,46.81,57.45,49.46,1.18,58.64
2025-03-09 22:35:00,1.2883,1.0936,1.2887,0.3522,4.0091,68.599,11383.517,39.219,346.92,102.919,50.64,47.45,57.34,49.51,0.64,58.65
2025-03-09 22:40:00,1.3199,1.0712,1.27,0.3524,4.0196,61.615,11698.147,39.253,342.211,103.722,51.24,47.78,57.74,50.21,0.76,58.66
2025-03-09 22:45:00,1.3104,1.1085,1.2819,0.3369,4.0355,59.962,11402.135,38.853,335.835,101.666,51.93,47.63,57.85,49.86,0.6,58.67
2025-03-09 22:50:00,1.3191,1.0779,1.2529,0.3722,3.9923,61.997,11455.373,38.945,344.5,99.829,51.63,47.02,57.64,50.17,2.27,58.68
2025-03-09 22:55:00,1.3079,1.0971,1.2575,0.3726,3.9994,63.624,11104.728,39.031,339.773,102.012,51.84,48.45,57.54,49.53,1.66,58.69
2025-03-09 23:00:00,1.312,1.0905,1.2743,0.3538,4.0283,59.458,11170.736,39.645,343.091,99.246,51.03,47.35,57.29,48.94,0.05,58.7
2025-03-09 23:05:00,1.3017,1.0911,1.2898,0.3473,3.9934,59.451,11567.602,39.879,340.753,98.583,50.71,46.66,56.64,49.04,0.52,58.7
2025-03-09 23:10:00,1.2837,1.0946,1.2744,0.3484,4.0224,62.11,11454.807,39.455,343.27,100.611,50.73,46.69,56.85,48.94,0.58,58.71
2025-03-09 23:15:00,1.2992,1.0948,1.2664,0.3469,4.0076,61.25,11113.745,39.582,346.103,100.343,51.53,47.11,57.2,48.96,-0.7,58.72
2025-03-09 23:20:00,1.2979,1.0652,1.2879,0.3525,3.9978,57.713,11415.34,38.694,336.939,102.407,51.26,47.25,57.53,49.34,0.32,58.73
2025-03-09 23:25:00,1.2913,1.0727,1.2809,0.3323,4.0285,64.155,11323.031,39.281,345.92,97.772,51.5,47.38,57.53,48.77,1.26,58.74
2025-03-09 23:30:00,1.3094,1.1012,1.2608,0.3419,4.0125,59.377,11358.679,39.645,350.592,103.846,51.34,47.03,57.36,48.89,1.74,58.75
2025-03-09 23:35:00,1.3249,1.0975,1.2679,0.3355,4.0124,56.982,11536.953,38.666,344.095,101.483,51.4,48.5,59.02,50.15,-1.07,58.76
2025-03-09 23:40:00,1.3202,1.0834,1.2802,0.3655,4.0371,58.581,11601.465,39.415,349.425,104.502,52.42,48.14,58.36,50.94,1.57,58.77
2025-03-09 23:45:00,1.3342,1.0982,1.2965,0.3669,4.0304,60.035,11453.445,39.396,344.281,97.2,52.69,48.02,58.92,50.18,0.01,58.77
2025-03-09 23:50:00,1.2935,1.0795,1.269,0.3549,4.0329,63.126,11355.833,39.406,346.423,106.05,52.44,48.55,58.19,50.69,0.63,58.78
2025-03-09 23:55:00,1.3179,1.0929,1.2744,0.37,4.0478,56.752,11514.154,38.241,351.336,104.379,52.42,48.65,58.9,50.47,-0.34,58.79
2025-03-10 00:00:00,1.3022,1.0919,1.2732,0.3772,4.0466,62.933,11301.273,39.33,343.488,108.215,52.38,48.51,58.74,50.57,1.9,58.8
2025-03-10 00:05:00,1.3145,1.0769,1.2705,0.3267,4.0329,57.872,11410.957,39.16,346.096,104.117,52.6,48.45,59.2,50.44,0.07,58.81
2025-03-10 00:10:00,1.3029,1.116,1.2747,0.3461,4.0158,61.363,11308.109,39.48,351.448,109.232,52.16,47.87,57.61,50.14,0.63,58.82
2025-03-10 00:15:00,1.3003,1.1007,1.302,0.35,4.0294,63.075,11284.511,38.605,346.344,101.295,52.91,49.38,59.12,50.98,-0.29,58.83
2025-03-10 00:20:00,1.3015,1.1079,1.2748,0.3433,4.0552,57.659,11374.55,39.582,343.197,107.884,52.79,48.61,59.93,50.57,1.83,58.83
2025-03-10 00:25:00,1.3029,1.0946,1.2859,0.3491,4.0593,59.935,11556.709,39.009,343.242,104.369,53.67,49.15,59.67,51.73,-0.14,58.84
2025-03-10 00:30:00,1.32,1.1196,1.2885,0.3517,4.0658,56.76,11600.031,38.686,346.374,101.55,53.85,50.11,60.63,52.42,0.35,58.85
2025-03-10 00:35:00,1.3249,1.1089,1.2854,0.3363,4.0663,60.663,11559.565,38.876,336.95,104.849,53.31,50.43,59.61,51.52,-0.08,58.86
2025-03-10 00:40:00,1.3321,1.0973,1.2741,0.3632,4.0842,63.932,11918.507,38.784,350.312,103.042,53.49,50.19,59.16,51.72,-0.46,58.87
2025-03-10 00:45:00,1.3073,1.0693,1.2726,0.3419,4.0567,63.225,11094.471,38.892,347.285,106.641,53.74,48.89,59.66,51.47,0.31,58.88
2025-03-10 00:50:00,1.305,1.1089,1.2964,0.3709,4.0422,58.607,11308.353,38.7,354.206,106.689,54.09,49.78,60.2,51.63,0.58,58.89
2025-03-10 00:55:00,1.3108,1.1155,1.2844,0.3708,4.0847,62.319,11583.807,38.859,340.644,102.104,53.97,49.95,59.83,51.62,-0.56,58.9
2025-03-10 01:00:00,1.3045,1.1115,1.2979,0.3531,4.0691,58.229,11435.069,38.752,349.032,104.39,52.76,49.63,59.8,51.28,-1.12,58.9
2025-03-10 01:05:00,1.3217,1.1033,1.256,0.338,4.0861,58.961,11443.145,39.379,345.959,105.44,53.14,49.54,59.28,51.71,0.33,58.91
2025-03-10 01:10:00,1.2973,1.0803,1.2606,0.3511,4.0236,57.914,11111.132,38.845,350.799,104.799,52.82,48.48,58.96,51.17,1.06,58.92
2025-03-10 01:15:00,1.2896,1.1108,1.2831,0.3626,4.0477,59.2,11521.688,39.056,349.2,102.484,51.99,48.18,57.72,49.61,-1.44,58.93
2025-03-10 01:20:00,1.3059,1.1015,1.2837,0.3398,4.033,60.096,11023.19,39.024,339.828,105.925,52.69,48.17,59.0,50.81,-0.16,58.94
2025-03-10 01:25:00,1.3018,1.0937,1.2629,0.3655,4.0448,60.713,11366.23,38.702,347.739,104.759,52.0,47.5,58.77,49.87,-0.82,58.95
2025-03-10 01:30:00,1.3387,1.0905,1.2759,0.3527,4.0403,57.719,11403.522,39.126,348.38,102.505,51.48,47.53,58.42,49.97,-1.33,58.96
2025-03-10 01:35:00,1.3118,1.1089,1.2611,0.343,4.0343,63.669,11615.001,38.519,349.913,102.785,52.49,49.02,58.24,50.4,-0.76,58.97
2025-03-10 01:40:00,1.3162,1.1159,1.2874,0.3556,4.0599,59.721,11095.345,39.258,349.504,105.57,51.97,48.71,57.95,50.01,0.2,58.97
2025-03-10 01:45:00,1.2981,1.094,1.2652,0.3578,4.0391,59.623,11609.452,39.018,351.941,100.532,52.45,48.3,58.16,50.63,-0.57,58.98
2025-03-10 01:50:00,1.3129,1.082,1.2978,0.3402,4.0194,64.464,11418.237,38.986,346.017,104.962,52.04,48.92,57.75,50.58,0.12,58.99
2025-03-10 01:55:00,1.3295,1.1144,1.2661,0.3641,4.0349,59.164,11140.871,38.488,349.629,104.559,52.45,47.62,56.96,50.07,-2.1,59.0
2025-03-10 02:00:00,1.3044,1.1243,1.2644,0.3352,4.0558,55.178,11184.862,38.609,345.301,101.003,51.32,46.95,57.33,49.39,-0.4,59.01
2025-03-10 02:05:00,1.3047,1.1085,1.2846,0.3629,4.0491,63.276,11523.431,38.851,348.156,108.386,51.71,48.62,57.37,49.49,0.33,59.02
2025-03-10 02:10:00,1.3214,1.0864,1.2821,0.3521,4.0503,61.146,11431.286,38.248,351.756,103.047,51.12,48.29,57.12,50.1,-1.06,59.03
2025-03-10 02:15:00,1.302,1.1012,1.2784,0.3234,4.0564,61.553,11615.315,39.542,351.464,106.864,52.05,47.96,58.36,49.78,-1.36,59.03
2025-03-10 02:20:00,1.3176,1.0985,1.2787,0.3525,4.0396,56.468,10976.338,38.677,347.393,106.05,52.15,47.91,56.88,50.39,-0.78,59.04
2025-03-10 02:25:00,1.2989,1.1121,1.2591,0.3602,4.0526,61.606,11437.758,39.206,346.03,106.491,51.82,48.61,58.29,49.85,0.43,59.05
2025-03-10 02:30:00,1.3124,1.1056,1.2663,0.3511,4.0594,56.858,11580.741,39.072,346.259,104.365,52.69,48.64,57.33,50.76,-1.02,59.06
2025-03-10 02:35:00,1.2985,1.0947,1.2662,0.3605,4.0407,60.34,11512.361,39.105,343.97,101.192,52.03,47.93,57.41,50.29,0.87,59.07
2025-03-10 02:40:00,1.3322,1.0875,1.2745,0.3457,4.0537,58.332,11240.39,38.769,343.576,104.831,51.82,48.16,57.3,49.27,-0.7,59.08
2025-03-10 02:45:00,1.3123,1.1044,1.2727,0.3477,4.0233,60.79,11716.065,39.021,348.161,100.502,51.97,48.44,57.88,49.84,1.11,59.09
2025-03-10 02:50:00,1.3115,1.0813,1.2805,0.3552,4.0465,58.573,11463.718,39.369,345.549,105.315,51.83,48.66,58.26,50.65,-1.23,59.09
2025-03-10 02:55:00,1.305,1.0845,1.278,0.3468,4.073,62.784,11624.692,39.294,341.856,107.917,52.72,48.7,58.55,50.98,1.15,59.1
2025-03-10 03:00:00,1.3046,1.0894,1.2725,0.3483,4.0358,61.378,11869.196,39.268,347.355,104.992,52.42,47.82,57.8,50.03,-0.89,59.11
2025-03-10 03:05:00,1.3199,1.0998,1.2955,0.3293,4.0472,57.974,11472.069,38.992,347.595,100.322,51.78,48.15,57.98,49.91,0.52,59.12
2025-03-10 03:10:00,1.3015,1.1014,1.2864,0.3664,4.0414,60.094,11532.611,39.022,354.059,109.199,52.51,48.23,59.22,50.85,-1.72,59.13
2025-03-10 03:15:00,1.3006,1.1084,1.2921,0.3557,4.067,57.064,11634.664,39.0,361.113,101.238,53.39,48.78,58.83,51.18,-1.16,59.14
2025-03-10 03:20:00,1.3082,1.1005,1.2802,0.3817,4.054,62.758,11728.989,39.519,348.548,104.632,53.27,49.31,59.17,50.94,1.44,59.14
2025-03-10 03:25:00,1.3124,1.0908,1.2878,0.3577,4.069,59.472,11416.772,38.676,352.811,101.707,54.05,50.68,59.79,51.58,-0.26,59.15
2025-03-10 03:30:00,1.3177,1.1008,1.2943,0.3449,4.0755,59.254,11396.83,38.457,355.443,110.336,52.98,49.94,59.49,50.89,0.28,59.16
2025-03-10 03:35:00,1.3066,1.0943,1.2748,0.3795,4.0814,65.04,11717.785,38.768,352.595,105.094,54.47,49.29,59.68,52.13,0.65,59.17
2025-03-10 03:40:00,1.2968,1.1068,1.3014,0.3603,4.083,59.952,11202.321,38.664,345.723,106.731,52.95,48.57,58.97,51.97,0.36,59.18
2025-03-10 03:45:00,1.3309,1.1094,1.2913,0.3723,4.0802,62.519,11380.674,39.436,350.024,107.772,53.61,49.61,59.54,51.63,1.17,59.19
2025-03-10 03:50:00,1.301,1.0816,1.2696,0.3739,4.0883,62.536,11752.281,39.364,354.448,102.965,53.34,49.99,59.54,52.41,0.31,59.19
2025-03-10 03:55:00,1.3285,1.1009,1.2832,0.344,4.0784,59.471,11639.544,38.512,347.77,104.084,52.56,49.07,59.25,50.62,-0.74,59.2
2025-03-10 04:00:00,1.3087,1.1122,1.2795,0.3654,4.0774,62.235,11767.607,39.455,350.99,106.346,53.43,50.24,59.65,51.13,-0.54,59.21
2025-03-10 04:05:00,1.3301,1.1035,1.2968,0.3469,4.0799,59.992,11428.634,39.179,354.441,106.536,54.41,50.15,60.21,52.03,2.07,59.22
2025-03-10 04:10:00,1.3173,1.1166,1.2955,0.3701,4.0731,64.144,11722.135,39.055,350.134,102.733,53.98,50.25,59.54,51.99,1.18,59.23
2025-03-10 04:15:00,1.3547,1.1145,1.2783,0.3606,4.0953,55.242,11782.769,39.741,350.36,104.993,54.32,50.28,60.64,51.63,1.04,59.23
2025-03-10 04:20:00,1.3091,1.1247,1.2895,0.3535,4.0809,65.193,11493.437,39.062,348.447,103.718,53.82,49.61,60.67,52.25,1.18,59.24
2025-03-10 04:25:00,1.3018,1.1041,1.3028,0.3644,4.1052,62.061,11114.7,39.151,347.48,104.055,53.87,49.93,59.55,51.67,2.05,59.25
2025-03-10 04:30:00,1.3189,1.1128,1.2877,0.349,4.0905,61.023,11571.688,38.777,351.522,109.928,54.0,50.12,60.58,51.9,1.72,59.26
2025-03-10 04:35:00,1.343,1.1067,1.3056,0.3688,4.0938,62.684,11797.987,38.988,351.791,106.995,54.82,51.3,60.16,52.55,0.75,59.27
2025-03-10 04:40:00,1.3473,1.1142,1.2899,0.3644,4.086,62.875,11623.958,39.331,344.331,106.058,54.21,50.12,60.24,51.79,0.6,59.28
2025-03-10 04:45:00,1.3204,1.1071,1.2843,0.3743,4.0823,62.539,11448.905,39.181,350.332,105.11,54.6,50.06,60.56,52.69,2.2,59.28
2025-03-10 04:50:00,1.3533,1.12,1.3122,0.3659,4.1071,55.496,11928.678,39.59,348.494,104.644,54.52,50.39,60.54,52.88,1.02,59.29
2025-03-10 04:55:00,1.3187,1.0948,1.2707,0.3725,4.0866,58.391,11472.767,39.323,356.255,110.732,54.35,49.55,60.58,51.1,2.46,59.3
2025-03-10 05:00:00,1.3342,1.11,1.2796,0.3656,4.1213,64.629,11352.142,39.001,358.328,109.511,54.55,50.68,59.96,52.21,1.19,59.31
2025-03-10 05:05:00,1.3382,1.1204,1.287,0.3528,4.1092,59.777,11749.51,38.914,345.969,106.071,53.97,51.09,60.29,52.87,1.95,59.32
2025-03-10 05:10:00,1.3264,1.1329,1.2885,0.3454,4.103,60.899,11469.465,38.462,348.893,108.923,54.83,50.24,60.78,53.08,2.02,59.32
2025-03-10 05:15:00,1.3026,1.1346,1.2793,0.3588,4.1013,59.088,11784.852,38.578,352.125,109.484,54.24,50.54,59.91,52.82,1.1,59.33
2025-03-10 05:20:00,1.3262,1.1014,1.291,0.3616,4.0828,58.972,11800.458,39.459,353.867,106.402,53.56,50.01,60.0,51.79,2.54,59.34
2025-03-10 05:25:00,1.3344,1.1106,1.2874,0.3524,4.1066,62.242,11435.219,39.268,352.703,105.733,54.26,50.19,59.64,52.11,2.56,59.35
2025-03-10 05:30:00,1.3262,1.1131,1.2832,0.3534,4.0972,61.877,11400.628,39.115,353.787,108.104,54.13,50.1,59.94,52.02,1.64,59.35
2025-03-10 05:35:00,1.3367,1.097,1.2867,0.3629,4.0774,58.448,11754.707,38.972,361.604,103.202,54.31,49.38,59.03,51.39,2.34,59.36
2025-03-10 05:40:00,1.3382,1.0981,1.2942,0.3443,4.0977,60.65,11625.53,39.246,359.584,102.215,54.47,49.96,59.41,51.11,2.93,59.37
2025-03-10 05:45:00,1.3361,1.0929,1.2691,0.374,4.0631,61.054,11684.457,39.504,347.29,104.379,53.46,49.29,59.19,51.56,2.0,59.38
2025-03-10 05:50:00,1.3532,1.1039,1.2777,0.3431,4.0802,63.173,11666.364,39.189,352.175,107.633,54.53,48.96,59.28,51.81,2.42,59.38
2025-03-10 05:55:00,1.3286,1.1002,1.3024,0.3753,4.1017,57.268,11534.321,39.128,351.171,108.813,54.14,49.12,59.35,51.8,4.23,59.39
2025-03-10 06:00:00,1.3298,1.1257,1.3163,0.3714,4.094,59.341,11707.481,38.729,353.471,105.315,54.36,49.82,59.71,52.16,2.73,59.4
2025-03-10 06:05:00,1.3536,1.1004,1.3016,0.3827,4.0886,59.976,11368.905,39.71,347.286,106.094,54.25,50.29,60.82,53.63,2.76,59.41
2025-03-10 06:10:00,1.3333,1.1127,1.2848,0.3636,4.0912,60.536,11383.713,39.308,351.721,106.945,55.0,50.88,61.28,53.21,2.61,59.42
2025-03-10 06:15:00,1.3052,1.1406,1.2801,0.3581,4.1136,65.302,11485.207,38.961,349.884,107.868,54.44,50.79,60.48,53.01,2.6,59.42
2025-03-10 06:20:00,1.3285,1.1221,1.281,0.3534,4.1205,61.448,11443.098,39.214,356.137,104.921,54.27,50.76,60.77,52.55,2.99,59.43
2025-03-10 06:25:00,1.3464,1.1184,1.309,0.3601,4.1063,60.009,11393.958,40.235,355.235,111.179,54.82,50.92,61.17,52.7,4.31,59.44
2025-03-10 06:30:00,1.3333,1.1326,1.2882,0.3505,4.1231,60.753,11911.705,39.884,351.475,107.82,55.02,50.85,60.73,53.18,3.59,59.44
2025-03-10 06:35:00,1.3348,1.1241,1.3086,0.3651,4.0951,60.39,11921.552,39.603,354.676,109.169,55.08,50.81,61.66,52.45,4.35,59.45
2025-03-10 06:40:00,1.3279,1.1205,1.2704,0.3652,4.0916,61.578,11403.242,39.29,353.548,111.196,54.24,50.94,59.74,53.25,3.51,59.46
2025-03-10 06:45:00,1.3249,1.1139,1.2848,0.3735,4.103,62.033,11735.796,39.693,348.06,109.43,54.43,50.9,60.39,52.13,4.81,59.47
2025-03-10 06:50:00,1.3403,1.1133,1.3,0.3529,4.0775,63.38,11662.474,40.007,354.012,110.738,53.85,50.3,60.3,52.19,3.38,59.47
2025-03-10 06:55:00,1.299,1.1095,1.309,0.3534,4.1079,60.769,11560.981,39.392,355.258,107.858,53.79,50.11,59.96,50.75,4.13,59.48
2025-03-10 07:00:00,1.3167,1.1068,1.2934,0.3857,4.0917,60.774,11814.67,38.426,353.06,107.211,53.84,50.01,59.52,51.12,3.69,59.49
2025-03-10 07:05:00,1.315,1.0954,1.3046,0.3719,4.1011,60.823,11592.529,39.449,352.051,103.51,53.76,49.69,59.39,51.04,3.72,59.5
2025-03-10 07:10:00,1.3123,1.1159,1.3044,0.3686,4.0898,54.837,11403.382,39.744,351.047,104.82,53.5,49.44,59.53,51.46,4.64,59.5
2025-03-10 07:15:00,1.3374,1.1048,1.2939,0.349,4.1036,57.378,11553.665,39.238,352.509,108.087,54.09,49.68,60.32,51.69,3.95,59.51
2025-03-10 07:20:00,1.3319,1.1392,1.2717,0.3711,4.0983,63.759,11649.29,39.556,345.189,105.869,54.24,50.09,59.36,52.32,5.44,59.52
2025-03-10 07:25:00,1.3456,1.0878,1.2931,0.3421,4.1018,62.043,11479.517,39.905,357.106,102.18,53.88,50.17,60.09,52.82,5.46,59.52
2025-03-10 07:30:00,1.3339,1.1178,1.3166,0.364,4.0885,60.559,11555.714,38.929,360.816,109.695,55.6,50.75,60.77,52.99,5.07,59.53
2025-03-10 07:35:00,1.343,1.1162,1.2875,0.3433,4.1207,65.634,11793.858,39.074,362.845,106.496,54.67,51.98,61.44,53.94,5.62,59.54
2025-03-10 07:40:00,1.2944,1.117,1.2996,0.3642,4.1261,60.7,11676.388,39.268,347.856,104.134,56.32,51.21,62.06,54.11,5.39,59.54
2025-03-10 07:45:00,1.3524,1.1273,1.2881,0.3731,4.1024,66.431,11751.021,39.798,359.992,107.265,54.42,51.48,61.04,53.31,6.57,59.55
2025-03-10 07:50:00,1.3316,1.0997,1.3024,0.358,4.0971,67.798,11684.136,39.203,345.077,109.579,54.13,50.34,60.3,52.77,5.54,59.56
2025-03-10 07:55:00,1.3496,1.1348,1.3023,0.3687,4.1107,60.0,11574.551,39.463,354.058,107.116,54.51,50.79,60.76,53.09,5.3,59.56
2025-03-10 08:00:00,1.3357,1.1046,1.2943,0.3783,4.1219,59.976,11703.503,39.376,353.3,112.933,55.98,51.48,61.86,53.44,5.83,59.57
2025-03-10 08:05:00,1.3361,1.1444,1.2925,0.3542,4.117,61.618,11628.972,39.533,355.922,105.965,54.56,51.21,61.09,52.81,5.59,59.58
2025-03-10 08:10:00,1.3473,1.1237,1.2836,0.3373,4.1014,61.208,11696.81,38.926,355.161,111.388,55.39,50.86,61.59,52.2,4.24,59.58
2025-03-10 08:15:00,1.3263,1.1081,1.2723,0.3712,4.1187,65.377,11970.281,39.854,352.315,110.721,55.37,50.87,60.46,53.21,6.07,59.59
2025-03-10 08:20:00,1.3277,1.1174,1.3126,0.336,4.1069,60.221,11785.598,39.86,354.608,109.751,54.17,50.1,60.4,52.42,6.38,59.6
2025-03-10 08:25:00,1.341,1.1188,1.2996,0.3571,4.0954,61.659,11430.874,39.812,346.0,110.522,54.39,50.81,59.69,52.43,7.0,59.6
2025-03-10 08:30:00,1.3224,1.1183,1.2822,0.3335,4.1023,62.403,11679.816,39.54,353.804,108.856,54.54,49.4,60.3,51.99,6.57,59.61
2025-03-10 08:35:00,1.324,1.1182,1.3013,0.3837,4.105,60.597,11722.056,39.71,347.97,111.882,53.09,49.41,60.2,51.28,6.41,59.62
2025-03-10 08:40:00,1.3254,1.1034,1.2942,0.3723,4.1199,58.509,11638.252,39.457,354.194,107.508,53.45,50.74,60.37,51.38,7.46,59.62
2025-03-10 08:45:00,1.3286,1.087,1.309,0.3436,4.1146,63.692,11972.315,39.986,353.385,108.642,54.18,50.58,61.03,52.24,4.97,59.63
2025-03-10 08:50:00,1.3318,1.0958,1.3118,0.3421,4.1223,59.206,11503.117,40.07,357.317,105.253,55.12,51.02,60.91,52.55,6.5,59.64
2025-03-10 08:55:00,1.3262,1.1277,1.2847,0.3752,4.0893,59.682,11570.215,39.734,347.17,110.897,53.78,49.74,60.76,51.09,8.07,59.64
2025-03-10 09:00:00,1.3172,1.1,1.2905,0.3787,4.0989,63.854,11477.025,40.08,358.317,108.517,53.13,49.46,59.47,52.63,7.73,59.65
2025-03-10 09:05:00,1.32,1.1099,1.2938,0.3621,4.0787,57.662,11599.054,40.274,359.949,107.167,52.57,48.79,59.31,51.25,9.46,59.65
2025-03-10 09:10:00,1.3167,1.0708,1.304,0.3553,4.0708,61.65,11370.952,39.488,354.465,105.961,51.94,48.25,58.02,49.81,6.8,59.66
2025-03-10 09:15:00,1.3187,1.1069,1.3037,0.3741,4.0385,61.049,11772.905,39.72,350.874,104.876,51.71,47.12,57.57,50.3,8.25,59.67
2025-03-10 09:20:00,1.3135,1.1118,1.2663,0.3754,4.046,56.484,11557.215,39.342,350.399,105.747,52.7,47.79,58.0,49.81,7.9,59.67
2025-03-10 09:25:00,1.316,1.1005,1.2709,0.3511,4.0658,55.938,11161.975,39.628,355.403,101.753,51.51,47.29,58.0,49.56,6.95,59.68
2025-03-10 09:30:00,1.316,1.1078,1.3037,0.364,4.068,59.921,11613.858,39.144,353.588,111.714,52.36,47.97,58.49,50.15,7.67,59.68
2025-03-10 09:35:00,1.335,1.1111,1.2938,0.3625,4.0577,59.238,11959.09,40.067,359.367,108.464,50.82,47.82,57.44,49.34,8.13,59.69
2025-03-10 09:40:00,1.315,1.0967,1.2771,0.3635,4.0548,61.177,11629.612,40.041,361.922,105.722,50.63,47.18,57.25,49.26,7.6,59.7
